timeframe,strat,id,start,entry,TP,SL,SR,RR,type,SMA,DIVERGENCE (Y/N),MINIPEAK (Y/N),,,,,,,,,,,
D,counter_b1,NZD_JPY 16MAY2018D,15/05/2018 22:00,76.105,n.a.,75.485,75.656,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_JPY 14AUG2018D,13/08/2018 22:00,73.102,n.a.,72.336,72.832,1.5,long,N,N,Y,,,,,,,,,,,
D,counter_b1,NZD_JPY 11SEP2018D,10/09/2018 22:00,72.842,n.a.,72.239,72.538,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,USD_CHF 07AUG2007D,06/08/2007 22:00,1.19243,n.a.,1.18127,1.18947,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,USD_CHF 16JAN2008D,15/01/2008 22:00,1.0948,n.a.,1.08418,1.09125,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,USD_CHF 24NOV2008D,21/11/2008 22:00,1.21609,n.a.,1.23052,1.22285,1.5,short,N,Y,Y,,,,,,,,,,,
D,counter_b1,USD_CHF 05AUG2009D,04/08/2009 22:00,1.06446,n.a.,1.05554,1.05947,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,USD_CHF 26AUG2009D,25/08/2009 22:00,1.06446,n.a.,1.05554,1.05947,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,USD_CHF 26OCT2009D,23/10/2009 22:00,1.01049,n.a.,1.00157,1.00429,1.5,long,N,Y,Y,,,,,,,,,,,
D,counter_b1,USD_CHF 12NOV2009D,11/11/2009 22:00,1.01159,n.a.,1.00162,1.00429,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,USD_CHF 12JUL2010D,09/07/2010 22:00,1.05929,n.a.,1.04789,1.0512,1.5,long,N,N,N,,,,,,,,,,,
D,counter_b1,USD_CHF 16SEP2010D,15/09/2010 22:00,1.00517,n.a.,0.99237,0.99553,1.5,long,N,Y,N,,,,,,,,,,,
D,counter_b1,USD_CHF 16DEC2010D,15/12/2010 22:00,0.96995,n.a.,0.95475,0.95705,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,USD_CHF 03SEP2014D,02/09/2014 22:00,0.91824,n.a.,0.9254,0.91995,1.5,short,N,N,N,,,,,,,,,,,
D,counter_b1,USD_CHF 10NOV2014D,07/11/2014 22:00,0.96532,n.a.,0.9758,0.9741,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,USD_CHF 18MAY2015D,15/05/2015 22:00,0.92589,n.a.,0.90667,0.91771,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,USD_CHF 12APR2016D,11/04/2016 22:00,0.95689,n.a.,0.94913,0.95096,1.5,long,N,N,Y,,,,,,,,,,,
D,counter_b1,USD_CHF 04MAY2016D,03/05/2016 22:00,0.95533,n.a.,0.94486,0.95096,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,USD_CHF 19DEC2016D,16/12/2016 22:00,1.02447,n.a.,1.03443,1.02901,1.5,short,N,Y,Y,,,,,,,,,,,
D,counter_b1,USD_CHF 14NOV2018D,13/11/2018 22:00,1.00593,n.a.,1.01338,1.01025,1.5,short,N,Y,Y,,,,,,,,,,,
D,counter_b1,USD_CHF 12MAR2019D,11/03/2019 22:00,1.00707,n.a.,1.01265,1.01025,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_CAD 13JUN2007D,12/06/2007 22:00,1.42169,n.a.,1.41286,1.4153,1.5,long,N,N,N,,,,,,,,,,,
D,counter_b1,EUR_CAD 16JAN2008D,15/01/2008 22:00,1.50426,n.a.,1.5203,1.51033,1.5,short,N,Y,Y,,,,,,,,,,,
D,counter_b1,EUR_CAD 15APR2008D,14/04/2008 22:00,1.60556,n.a.,1.63374,1.62053,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_CAD 24OCT2008D,23/10/2008 22:00,1.59943,n.a.,1.63058,1.62053,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_CAD 09APR2010D,08/04/2010 22:00,1.34672,n.a.,1.33294,1.33595,1.5,long,N,Y,Y,,,,,,,,,,,
D,counter_b1,EUR_CAD 27APR2010D,26/04/2010 22:00,1.3435,n.a.,1.32412,1.33271,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_CAD 07JUN2010D,04/06/2010 22:00,1.27092,n.a.,1.25372,1.2668,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_CAD 15OCT2013D,14/10/2013 22:00,1.40061,n.a.,1.41254,1.40614,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_CAD 26FEB2014D,25/02/2014 22:00,1.51823,n.a.,1.53556,1.53091,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_CAD 25JUL2014D,24/07/2014 22:00,1.44742,n.a.,1.44047,1.4446,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_CAD 08SEP2014D,05/09/2014 22:00,1.41541,n.a.,1.40387,1.40614,1.5,long,N,N,Y,,,,,,,,,,,
D,counter_b1,EUR_CAD 07OCT2014D,06/10/2014 22:00,1.41068,n.a.,1.4011,1.40614,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_CAD 16MAR2015D,13/03/2015 22:00,1.35041,n.a.,1.33945,1.3446,1.5,long,N,N,N,,,,,,,,,,,
D,counter_b1,EUR_CAD 24APR2015D,23/04/2015 22:00,1.31991,n.a.,1.30236,1.31003,1.5,long,N,Y,Y,,,,,,,,,,,
D,counter_b1,EUR_CAD 05AUG2015D,04/08/2015 22:00,1.43447,n.a.,1.45058,1.4446,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_CAD 25NOV2016D,24/11/2016 22:00,1.43276,n.a.,1.41646,1.41923,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_CAD 16FEB2017D,15/02/2017 22:00,1.3875,n.a.,1.37841,1.38182,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_CAD 24MAY2017D,23/05/2017 22:00,1.50801,n.a.,1.52209,1.51452,1.5,short,N,Y,Y,,,,,,,,,,,
D,counter_b1,EUR_CAD 08MAR2018D,07/03/2018 22:00,1.59527,n.a.,1.61277,1.59912,1.5,short,N,N,Y,,,,,,,,,,,
D,counter_b1,EUR_CAD 14MAY2018D,11/05/2018 22:00,1.52772,n.a.,1.51405,1.52254,1.5,long,N,N,Y,,,,,,,,,,,
D,counter_b1,EUR_USD 23MAR2007D,22/03/2007 22:00,1.33159,n.a.,1.34173,1.33482,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_USD 05JUL2007D,04/07/2007 22:00,1.35838,n.a.,1.36712,1.36442,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_USD 16JAN2008D,15/01/2008 22:00,1.47948,n.a.,1.49674,1.4869,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_USD 01FEB2008D,31/01/2008 22:00,1.47888,n.a.,1.4933,1.4869,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_USD 01APR2008D,31/03/2008 22:00,1.57288,n.a.,1.5917,1.58333,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_USD 27MAY2009D,26/05/2009 22:00,1.38494,n.a.,1.40531,1.39603,1.5,short,N,Y,Y,,,,,,,,,,,
D,counter_b1,EUR_USD 09FEB2010D,08/02/2010 22:00,1.37425,n.a.,1.358,1.36785,1.5,long,N,N,Y,,,,,,,,,,,
D,counter_b1,EUR_USD 09FEB2010D,08/04/2010 22:00,1.33774,n.a.,1.32576,1.33042,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_USD 27APR2010D,26/04/2010 22:00,1.34022,n.a.,1.31904,1.33042,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_USD 23MAR2011D,22/03/2011 22:00,1.41665,n.a.,1.42628,1.42174,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_USD 05MAY2011D,04/05/2011 22:00,1.47542,n.a.,1.49404,1.48988,1.5,short,N,N,Y,,,,,,,,,,,
D,counter_b1,EUR_USD 21SEP2011D,20/09/2011 22:00,1.37428,n.a.,1.35094,1.36758,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_USD 30DEC2011D,29/12/2011 22:00,1.29702,n.a.,1.28496,1.29216,1.5,long,N,Y,Y,,,,,,,,,,,
D,counter_b1,EUR_USD 13DEC2013D,12/12/2013 22:00,1.37384,n.a.,1.38333,1.38171,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_USD 08AUG2014D,07/08/2014 22:00,1.33933,n.a.,1.33252,1.33754,1.5,long,N,N,N,,,,,,,,,,,
D,counter_b1,EUR_USD 03DEC2015D,02/12/2015 22:00,1.06427,n.a.,1.04482,1.05042,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
H12,counter_b1,GBP_USD 17JUN2019H12,17/06/2019 10:00,1.26007,n.a.,1.25596,1.25886,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
H12,counter_b1,AUD_CAD 16JUN2019H12,16/06/2019 22:00,0.9226,n.a.,0.9178,0.92071,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
H12,counter_b1,NZD_CAD 12JUN2019H12,12/06/2019 10:00,0.87588,n.a.,0.8689,0.87055,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_CAD 18JUN2019D,17/06/2019 22:00,0.87443,n.a.,0.86837,0.87055,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_USD 18JUN2019D,17/06/2019 22:00,0.65145,n.a.,0.64784,0.65027,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,AUD_USD 19JUN2019D,18/06/2019 22:00,0.68888,n.a.,0.68315,0.68594,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_USD 25NOV2016D,24/11/2016 22:00,1.05982,n.a.,1.05163,1.05307,1.5,long,N,N,Y,,,,,,,,,,,
D,counter_b1,EUR_USD 08JAN2018D,05/01/2018 22:00,1.1995,n.a.,1.21021,1.20367,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,EUR_USD 19FEB2018D,16/02/2018 22:00,1.23937,n.a.,1.25527,1.25194,1.5,short,N,n.a.,n.a.,,,,,,,,,,,
D,counter_b1,NZD_JPY 19JUN2019D,18/06/2019 22:00,70.922,n.a.,70.265,70.622,1.5,long,N,n.a.,n.a.,,,,,,,,,,,
