	id	start	type	timeframe	entry	outcome	RSI bounces	bounce length	bounce (pips)	inn_bounce	indecission	entry on RSI	length of trend (-1)	length in pips (-1)	last time	entry_aligned	retraced	Candle +1 against trade	trend_bounces	peak_bounces	s_r_bounces	is_sr_doubtful	adx	congestion_onleft	length of trend	No of candles	previous swings	space interswings	trend angle	stretches	strong trend	norm_length_pips	norm_bounce_pips	norm_retraced	diff	pips_ratio	pips_ratio_norm	length_bounce_perc	bounce_bias	bounce_ratio	sum_bounces	score
329	EUR_USD 05JUN2012H12	2012-05-06 10:00:00	short	H12	1.24187	0	6	3,2,1,5,10,1	2080	10	1	0	49.0	8766.0	2010-01-06 00:00:00	1	2000.0	TRUE	1.0	4.0	6.0				51.0	5.0	3.0	19,29	54.0		True	182.62	43.33	41.67	851	178.89795918367346	3.7142857142857144	20.408163265306122	A	10.0	22	5
331	EUR_USD 01JUN2018H12	2018-01-06 10:00:00	short	H12	1.1647299999999998	0	10	3,1,1,2,1,1,10,6,3,1	1950	14	7	0	62.0	7325.0	2017-01-07 00:00:00	1		TRUE	1.0	4.0	6.0				64.0	5.0	3.0	27,35	52.0		True	152.6	40.62		364	118.14516129032258	2.4516129032258065	22.580645161290324	A	2.0	29	6
332	EUR_JPY 30MAR2009H12	2009-03-30 22:00:00	long	H12	128.815	1	2	3,1	7081	20	4	0	81.0	15351.0	2008-01-10 00:00:00	1		FALSE	3.0	4.0	6.0				71.0	10.0	3.0	24,34	40.0		False	319.81	147.52		445	189.5185185185185	3.9382716049382718	24.691358024691358	A	5.0	4	6
334	EUR_JPY 14JUL2011H12	2011-07-14 22:00:00	short	H12	111.807	0	1	3	2831	7	1	0	15.0	5904.0	2011-01-03 00:00:00	1	558.0	TRUE	0.0	4.0	6.0				15.0	6.0	2.0	10	57.0		True	123.0	58.98	11.62	192	393.6	8.2	46.666666666666664	A	7.0	3	12
335	EUR_JPY 13AUG2012H12	2012-08-13 22:00:00	long	H12	96.885	1	0	0	1565	14	9	0	27.0	2620.0	2012-01-07 00:00:00	1		FALSE	1.0	4.0	6.0				21.0		3.0	14,15	48.0		False	54.58	32.6		219	97.03703703703704	2.0	51.851851851851855	A	1.5555555555555556	0	8
337	EUR_JPY 08APR2011H12	2011-08-04 10:00:00	long	H12	122.86	0	0	0	1940	5	1	1	31.0	12599.0	2010-01-05 00:00:00	1		TRUE	1.0	4.0	6.0				33.0		5.0	4,5,7,12	59.0		True	262.48	40.42		576	406.4193548387097	8.451612903225806	16.129032258064516	A	5.0	0	22
339	EUR_GBP 9OCT2009H12	2009-09-10 10:00:00	long	H12	0.92289	1	5	7,8,1,3,1	700	8	5	0	93.0	7695.0	2009-01-03 00:00:00	1		FALSE	2.0	4.0	6.0				88.0	16.0	2.0	39	38.0		True	160.31	14.58		250	82.74193548387096	1.7204301075268817	8.602150537634408	A	1.6	20	6
341	EUR_GBP 24OCT2010H12	2010-10-24 22:00:00	long	H12	0.89084	0	4	1,3,1,3	460	5	1	0	78.0	7279.0	2010-01-03 00:00:00	1		FALSE	3.0	4.0	6.0				79.0	14.0	6.0	7,28,12,4,9	44.0		False	151.65	9.58		294	93.32051282051282	1.935897435897436	6.410256410256411	A	5.0	8	6
344	EUR_GBP 15FEB2009H12	2009-02-15 22:00:00	long	H12	0.89884	0	0	0	2075	8	1	0	7.0	3360.0	2009-01-01 00:00:00	1	800.0	TRUE	0.0	4.0	6.0				10.0		2.0	6	57.0		True	70.0	43.23	16.67	45	480.0	10.0	114.28571428571429	A	8.0	0	19
345	EUR_GBP 14APR2010H12	2010-04-14 10:00:00	short	H12	0.8828799999999999	1	1	3	1385	13	6	0	49.0	2956.0	2009-01-08 00:00:00	1		FALSE	1.0	4.0	6.0				40.0	7.0	2.0	25	45.0		False	61.58	28.85		461	60.326530612244895	1.2448979591836735	26.53061224489796	A	2.1666666666666665	3	11
347	EUR_GBP 07JUN2016H12	2016-07-06 22:00:00	long	H12	0.78173	1	1	3	970	6	1	0	13.0	2301.0	2016-01-04 00:00:00	1		FALSE	1.0	4.0	6.0				15.0	19.0	3.0	4,8	52.0		True	47.94	20.21		184	177.0	3.6153846153846154	46.15384615384615	A	6.0	3	5
349	EUR_GBP 06DEC2010H12	2010-06-12 22:00:00	short	H12	0.8455799999999999	0	2	1,2	1500	11	7	0	60.0	4729.0	2010-01-09 00:00:00	1	1165.0	FALSE	1.0	4.0	6.0				62.0	9.0	3.0	41,16	43.0		False	98.52	31.25	24.27	154	78.81666666666666	1.6333333333333333	18.333333333333332	A	1.5714285714285714	3	0
356	EUR_AUD 19DEC2018H12	2018-12-19 10:00:00	long	H12	1.58714	1	0	0	464	3	2	1	23.0	4605.0	2018-01-10 00:00:00	1		FALSE	0.0	4.0	6.0											95.94	9.67		343	200.2173913043478	4.130434782608695	13.043478260869565	A	1.5	0	38
371	AUD_USD 30JUL2009H12	2009-07-30 10:00:00	long	H12	0.8231299999999999	1	6	2,3,3,1,4,3	1040	8	7	0	205.0	19065.0	2008-01-09 00:00:00	1		FALSE	0.0	4.0	6.0	0.0			201.0	79.0	2.0	25	24.0		False	397.19	21.67		568	93.0	1.9365853658536585	3.902439024390244	A	1.1428571428571428	16	8
375	AUD_USD 26MAY2009H12	2009-05-26 22:00:00	long	H12	0.7870199999999999	1	4	1,1,3,1	800	5	11	0	111.0	16103.0	2008-01-10 00:00:00	1		TRUE	1.0	4.0	6.0	0.0			107.0	24.0	3.0	14,26	29.0		False	335.48	16.67		502	145.07207207207207	3.018018018018018	4.504504504504505	A	0.45454545454545453	6	2
379	AUD_USD 25JUL2012H12	2012-07-25 10:00:00	long	H12	1.0293700000000001	1	3	1,1,3	2000	14	11	0	75.0	6835.0	2012-01-04 00:00:00	1		FALSE	1.0	4.0	6.0	1.0			69.0	8.0	3.0	18,59	42.0		False	142.4	41.67		203	91.13333333333334	1.8933333333333333	18.666666666666668	A	1.2727272727272727	5	3
382	AUD_USD 24NOV2011H12	2011-11-24 22:00:00	short	H12	0.9704799999999999	0	2	3,1	927	5	1	1	17.0	6407.0	2011-01-10 00:00:00	1		FALSE	2.0	4.0	6.0											133.48	19.31		318	376.88235294117646	7.823529411764706	29.41176470588235	A	5.0	4	23
383	AUD_USD 24MAY2013H12	2013-05-24 10:00:00	short	H12	0.9648	0	2	3,12	1420	4	2	0	34.0	7358.0	2011-01-10 00:00:00	1	100.0	FALSE	1.0	4.0	6.0	0.0			36.0	3.0	3.0	4,17	63.0		True	153.29	29.58	2.08	865	216.41176470588235	4.5	11.764705882352942	A	2.0	15	10
392	AUD_USD 22MAR2016H12	2016-03-22 09:00:00	long	H12	0.76276	0	5	2,2,2,1,2	904	8	1	0	33.0	4973.0	2015-01-07 00:00:00	1	798.0	FALSE	1.0	4.0	6.0											103.6	18.83	16.62	440	150.6969696969697	3.121212121212121	24.242424242424242	A	8.0	9	8
396	AUD_USD 19OCT2011H12	2011-10-19 10:00:00	long	H12	1.03285	1	1	1	2000	9	3	0	21.0	9379.0	2011-01-09 00:00:00	1		TRUE	0.0	4.0	6.0	0.0			17.0	4.0	2.0	21	64.0		True	195.4	41.67		283	446.6190476190476	9.285714285714286	42.857142857142854	A	3.0	1	17
399	AUD_USD 18OCT2011H12	2011-10-18 10:00:00	long	H12	1.02219	1	1	2	1936	7	2	0	19.0	7701.0	2011-01-09 00:00:00	1		FALSE	2.0	4.0	6.0											160.44	40.33		282	405.3157894736842	8.421052631578947	36.8421052631579	A	3.5	2	17
401	AUD_USD 18AUG2008H12	2008-08-18 22:00:00	short	H12	0.8675799999999999	0	2	24,2	1097	5	5	1	39.0	11385.0	2008-01-01 00:00:00	1	780.0	FALSE	2.0	4.0	6.0											237.19	22.85	16.25	230	291.9230769230769	6.076923076923077	12.820512820512821	A	1.0	26	23
402	AUD_USD 17JUN2010H12	2010-06-17 10:00:00	long	H12	0.8671399999999999	1	0	0	612	5	1	0	14.0	5581.0	2010-01-05 00:00:00	1		FALSE	1.0	4.0	6.0										True	116.27	12.75		163	398.64285714285717	8.285714285714286	35.714285714285715	A	5.0	0	3
405	AUD_USD 16SEP2010H12	2010-09-16 22:00:00	long	H12	0.94025	1	2	1,2	915	6	5	1	32.0	5976.0	2008-01-08 00:00:00	1		FALSE	2.0	4.0	6.0											124.5	19.06		982	186.75	3.875	18.75	A	1.2	3	20
407	AUD_USD 16JAN2017H12	2017-01-16 22:00:00	long	H12	0.74925	1	1	5	300	7	1	1	23.0	3157.0	2016-11-15 00:00:00	1		FALSE	3.0	4.0	6.0	0.0			19.0	3.0	4.0	7,5,7	59.0		True	65.77	6.25		62	137.2608695652174	2.8260869565217392	30.434782608695652	A	7.0	5	33
408	AUD_USD 14SEP2017H12	2017-09-14 22:00:00	long	H12	0.8016800000000001	0	7	1,1,1,11,2,1,2	1200	12	5	0	149.0	6413.0	2015-01-01 00:00:00	1		FALSE	4.0	4.0	6.0											133.6	25.0		987	43.04026845637584	0.8926174496644296	8.053691275167786	A	2.4	19	8
411	AUD_USD 14OCT2015H12	2015-10-14 10:00:00	long	H12	0.7279899999999999	0	1	4	1385	9	1	0	22.0	3327.0	2015-01-08 00:00:00	1		FALSE	1.0	4.0	6.0											69.31	28.85		279	151.22727272727272	3.1363636363636362	40.90909090909091	A	9.0	4	5
415	AUD_USD 12MAY2009H12	2009-12-05 10:00:00	long	H12	0.76656	0	1	2	1170	6	2	0	19.0	6694.0	2008-01-10 00:00:00	1	876.0	FALSE	1.0	4.0	6.0										True	139.46	24.38	18.25	695	352.3157894736842	7.315789473684211	31.57894736842105	A	3.0	2	10
420	AUD_USD 11JAN2006H12	2006-11-01 10:00:00	long	H12	0.7512300000000001	1	1	3	587	7	4	0	20.0	2693.0	2005-01-09 00:00:00	1		FALSE	1.0	4.0	6.0											56.1	12.23		661	134.65	2.8	35.0	A	1.75	3	8
424	AUD_USD 09JUL2012H12	2012-09-07 22:00:00	long	H12	1.0222799999999999	0	1	2	1580	14	3	0	53.0	6288.0	2012-01-05 00:00:00	1	390.0	FALSE	2.0	4.0	6.0	1.0			54.0	27.0	4.0	13,6,32	45.0		False	131.0	32.92	8.12	246	118.64150943396227	2.4716981132075473	26.41509433962264	A	4.666666666666667	2	11
426	AUD_USD 08APR2009H12	2009-08-04 22:00:00	long	H12	0.7104199999999999	1	3	1,4,2	1834	10	2	0	44.0	7816.0	2009-01-01 00:00:00	1		FALSE	4.0	4.0	6.0											162.83	38.21		215	177.63636363636363	3.6818181818181817	22.727272727272727	A	5.0	7	5
429	AUD_USD 05AUG2009H12	2009-05-08 22:00:00	long	H12	0.84498	0	1	1	753	6	3	0	34.0	7257.0	2008-01-08 00:00:00	1	2116.0	FALSE	1.0	4.0	6.0											151.19	15.69	44.08	486	213.44117647058823	4.4411764705882355	17.647058823529413	A	2.0	1	14
431	AUD_USD 03FEB2016H12	2016-03-02 10:00:00	long	H12	0.70703	1	0	0	800	10	4	0	19.0	2393.0	2016-01-01 00:00:00	1		FALSE	1.0	4.0	6.0	0.0			15.0		3.0	11,9	67.0		True	49.85	16.67		61	125.94736842105263	2.5789473684210527	52.63157894736842	A	2.5	0	11
432	AUD_USD 02DEC2011H12	2011-02-12 10:00:00	long	H12	1.02852	0	0	0	1236	5	4	0	9.0	5631.0	2011-01-10 00:00:00	1		TRUE	1.0	4.0	6.0											117.31	25.75		33	625.6666666666666	13.0	55.55555555555556	A	1.25	0	4
454	EUR_AUD 28MAR2006H12	2006-03-28 22:00:00	long	H12	1.7064700000000002	0	2	4,9	1361	6	1	1	18.0	7814.0	2005-01-01 00:00:00	1		FALSE	1.0	4.0	6.0											162.79	28.35		451	434.1111111111111	9.0	33.333333333333336	A	6.0	13	14
455	EUR_AUD 14AUG2008H12	2008-08-14 21:00:00	long	H12	1.7074599999999998	0	2	2,11	3608	6	1	0	24.0	7107.0	2008-01-04 00:00:00	1		FALSE	1.0	4.0	6.0											148.06	75.17		223	296.125	6.166666666666667	25.0	A	6.0	13	5
456	EUR_AUD 25JAN2011H12	2011-01-25 10:00:00	long	H12	1.37523	0	2	3,1	1321	6	1	0	22.0	7848.0	2010-01-11 00:00:00	1	3195.0	FALSE	2.0	4.0	6.0											163.5	27.52	66.56	379	356.72727272727275	7.409090909090909	27.272727272727273	A	6.0	4	7
457	EUR_AUD 03OCT2011H12	2011-03-10 21:00:00	long	H12	1.38814	1	2	2,1	1372	8	6	0	31.0	8806.0	2011-01-03 00:00:00	1		FALSE	1.0	4.0	6.0											183.46	28.58		66	284.06451612903226	5.903225806451613	25.806451612903224	A	1.3333333333333333	3	8
458	EUR_AUD 20DEC2012H12	2012-12-20 10:00:00	long	H12	1.26378	1	0	0	680	3	1	1	11.0	3071.0	2012-01-10 00:00:00	1		FALSE	2.0	4.0	6.0											63.98	14.17		345	279.1818181818182	5.7272727272727275	27.272727272727273	A	3.0	0	41
459	EUR_AUD 31MAR2014H12	2014-03-31 21:00:00	short	H12	1.48464	1	2	1,7	1100	7	1	0	21.0	5725.0	2013-01-11 00:00:00	1		TRUE	2.0	4.0	6.0											119.27	22.92		444	272.6190476190476	5.666666666666667	33.333333333333336	A	7.0	8	15
460	EUR_AUD 12DEC2014H12	2014-12-12 10:00:00	long	H12	1.50419	1	0	0	1146	4	1	1	28.0	7733.0	2014-01-03 00:00:00	1		FALSE	3.0	4.0	6.0											161.1	23.88		343	276.17857142857144	5.75	14.285714285714286	A	4.0	0	36
461	EUR_AUD 13JAN2015H12	2015-01-13 10:00:00	short	H12	1.44581	0	2	6,1	1301	5	2	1	22.0	5914.0	2014-01-11 00:00:00	1	495.0	FALSE	2.0	4.0	6.0											123.21	27.1	10.31	367	268.8181818181818	5.590909090909091	22.727272727272727	A	2.5	7	31
462	EUR_AUD 08JUN2015H12	2015-08-06 09:00:00	long	H12	1.46319	0	2	1,1	1375	6	1	0	17.0	6416.0	2015-01-02 00:00:00	1	1729.0	FALSE	1.0	4.0	6.0											133.67	28.65	36.02	216	377.4117647058824	7.823529411764706	35.294117647058826	A	6.0	2	0
463	EUR_AUD 28AUG2015H12	2015-08-28 09:00:00	long	H12	1.57863	0	1	6	8700	9	1	0	13.0	7438.0	2009-01-12 00:00:00	1	263.0	TRUE	0.0	4.0	6.0											154.96	181.25	5.48	2419	572.1538461538462	11.846153846153847	69.23076923076923	A	9.0	6	16
464	EUR_AUD 02MAY2017H12	2017-02-05 21:00:00	long	H12	1.45367	1	1	7	1467	12	1	0	22.0	5265.0	2016-01-10 00:00:00	1		FALSE	1.0	4.0	6.0											109.69	30.56		392	239.3181818181818	4.954545454545454	54.54545454545455	A	12.0	7	16
465	EUR_AUD 21JUN2018H12	2018-06-21 21:00:00	long	H12	1.5752700000000002	0	0	0	930	7	5	0	25.0	4590.0	2018-01-05 00:00:00	1		TRUE	1.0	4.0	6.0											95.62	19.38		167	183.6	3.8	28.0	A	1.4	0	6
466	EUR_AUD 01JAN2019H12	2019-01-01 22:00:00	long	H12	1.62796	1	2	4,8	1021	6	1	1	36.0	8480.0	2009-01-10 00:00:00	1		FALSE	2.0	4.0	6.0											176.67	21.27		3643	235.55555555555554	4.888888888888889	16.666666666666668	A	6.0	12	24
468	AUD_USD 14JAN2019H12	2019-01-14 22:00:00	long	H12	0.7209899999999999	0	0	0	450	6	2	0	15.0	2530.0	2018-01-12 00:00:00	1	961.0	FALSE	0.0	4.0	6.0											52.71	9.38	20.02	367	168.66666666666666	3.466666666666667	40.0	A	3.0	0	20
475	EUR_AUD 28MAR2006H12	2006-03-28 22:00:00	long	H12	1.7064700000000002	0	2	4,9	1361	6	1	1	18.0	7814.0	2005-01-01 00:00:00	1		FALSE	1.0	8.0	5.0											162.79	28.35		451	434.1111111111111	9.0	33.333333333333336	P	6.0	13	-2
476	EUR_AUD 14AUG2008H12	2008-08-14 21:00:00	long	H12	1.7074599999999998	0	2	2,11	3608	6	1	0	24.0	7107.0	2008-01-04 00:00:00	1		FALSE	1.0	4.0	6.0											148.06	75.17		223	296.125	6.166666666666667	25.0	A	6.0	13	5
477	EUR_AUD 25JAN2011H12	2011-01-25 10:00:00	long	H12	1.37523	0	2	3,1	1321	6	1	0	22.0	7848.0	2010-01-11 00:00:00	1	3195.0	FALSE	2.0	4.0	6.0											163.5	27.52	66.56	379	356.72727272727275	7.409090909090909	27.272727272727273	A	6.0	4	7
478	EUR_AUD 03OCT2011H12	2011-03-10 21:00:00	long	H12	1.38814	1	2	2,1	1372	8	6	0	31.0	8806.0	2011-01-03 00:00:00	1		FALSE	1.0	4.0	6.0											183.46	28.58		66	284.06451612903226	5.903225806451613	25.806451612903224	A	1.3333333333333333	3	8
479	EUR_AUD 20DEC2012H12	2012-12-20 10:00:00	long	H12	1.26378	1	0	0	680	3	1	1	11.0	3071.0	2012-01-10 00:00:00	1		FALSE	2.0	4.0	6.0											63.98	14.17		345	279.1818181818182	5.7272727272727275	27.272727272727273	A	3.0	0	41
480	EUR_AUD 31MAR2014H12	2014-03-31 21:00:00	short	H12	1.48464	1	2	1,7	1100	7	1	0	21.0	5725.0	2013-01-11 00:00:00	1		TRUE	2.0	4.0	6.0											119.27	22.92		444	272.6190476190476	5.666666666666667	33.333333333333336	A	7.0	8	15
481	EUR_AUD 12DEC2014H12	2014-12-12 10:00:00	long	H12	1.50419	1	0	0	1146	4	1	1	28.0	7733.0	2014-01-03 00:00:00	1		FALSE	3.0	4.0	6.0											161.1	23.88		343	276.17857142857144	5.75	14.285714285714286	A	4.0	0	36
482	EUR_AUD 13JAN2015H12	2015-01-13 10:00:00	short	H12	1.44581	0	2	6,1	1301	5	2	1	22.0	5914.0	2014-01-11 00:00:00	1	495.0	FALSE	2.0	4.0	6.0											123.21	27.1	10.31	367	268.8181818181818	5.590909090909091	22.727272727272727	A	2.5	7	31
483	EUR_AUD 08JUN2015H12	2015-08-06 09:00:00	long	H12	1.46319	0	2	1,1	1375	6	1	0	17.0	6416.0	2015-01-02 00:00:00	1	1729.0	FALSE	1.0	4.0	6.0											133.67	28.65	36.02	216	377.4117647058824	7.823529411764706	35.294117647058826	A	6.0	2	0
484	EUR_AUD 28AUG2015H12	2015-08-28 09:00:00	long	H12	1.57863	0	1	6	8700	9	1	0	13.0	7438.0	2009-01-12 00:00:00	1	263.0	TRUE	0.0	4.0	6.0											154.96	181.25	5.48	2419	572.1538461538462	11.846153846153847	69.23076923076923	A	9.0	6	16
485	EUR_AUD 05MAY2016H12	2016-05-05 21:00:00	long	H12	1.5393	1	2	4,2	1329	6	1	1	13.0	7123.0	2016-01-02 00:00:00	1		FALSE	1.0	4.0	6.0											148.4	27.69		124	547.9230769230769	11.384615384615385	46.15384615384615	A	6.0	6	17
486	EUR_AUD 02MAY2017H12	2017-02-05 21:00:00	long	H12	1.45367	1	1	7	1467	12	1	0	22.0	5265.0	2016-01-10 00:00:00	1		FALSE	1.0	4.0	6.0											109.69	30.56		392	239.3181818181818	4.954545454545454	54.54545454545455	A	12.0	7	16
487	EUR_AUD 21JUN2018H12	2018-06-21 21:00:00	long	H12	1.5752700000000002	0	0	0	930	7	5	0	25.0	4590.0	2018-01-05 00:00:00	1		TRUE	1.0	4.0	6.0											95.62	19.38		167	183.6	3.8	28.0	A	1.4	0	6
488	EUR_AUD 01JAN2019H12	2019-01-01 22:00:00	long	H12	1.62796	1	2	4,8	1021	6	1	1	36.0	8480.0	2009-01-10 00:00:00	1		FALSE	2.0	4.0	6.0											176.67	21.27		3643	235.55555555555554	4.888888888888889	16.666666666666668	A	6.0	12	24
494	NZD_JPY 26MAY2010H12	2010-05-26 09:00:00	short	H12	60.073	0	2	2,4	1676	6	4	0	30.0	9166.0	2009-01-07 00:00:00	1		FALSE	1.0	4.0	5.0											190.96	34.92		504	305.53333333333336	6.333333333333333	20.0	A	1.5	6	2
495	NZD_JPY 23SEP2011H12	2011-09-23 09:00:00	short	H12	59.13399999999999	0	0	0	1100	3	1	1	32.0	6300.0	2011-01-03 00:00:00	0		FALSE	2.0	7.0	6.0											131.25	22.92		263	196.875	4.09375	9.375	P	3.0	0	-4
496	NZD_JPY 22MAY2012H12	2012-05-22 21:00:00	short	H12	60.04	1	1	23	1023	8	1	1	36.0	6218.0	2012-01-01 00:00:00	1		FALSE	2.0	3.0	9.0											129.54	21.31		142	172.72222222222223	3.5833333333333335	22.22222222222222	A	8.0	23	26
497	NZD_JPY 27JUN2012H12	2012-06-27 21:00:00	long	H12	63.213	0	1	1	1310	14	7	0	32.0	4350.0	2012-01-05 00:00:00	0	1310.0	FALSE	1.0	14.0	14.0											90.62	27.29	27.29	174	135.9375	2.8125	43.75	U	2.0	1	-12
498	NZD_JPY 03MAR2015H12	2015-03-03 10:00:00	long	H12	90.447	0	0	0	501	6	3	0	40.0	5973.0	2015-01-01 00:00:00	1	2736.0	FALSE	1.0	2.0	1.0											124.44	10.44	57.0	61	149.325	3.1	15.0	P	2.0	0	-8
499	NZD_JPY 07DEC2016H12	2016-07-12 22:00:00	long	H12	81.583	1	2	4,4	339	6	3	1	40.0	6407.0	2015-01-06 00:00:00	1		FALSE	4.0	2.0	7.0											133.48	7.06		553	160.175	3.325	15.0	A	2.0	8	20
500	NZD_JPY 28AUG2017H12	2017-08-28 21:00:00	short	H12	78.874	0	3	3,3,2	595	9	2	0	44.0	4790.0	2017-01-05 00:00:00	1		TRUE	2.0	1.0	3.0											99.79	12.4		235	108.86363636363636	2.25	20.454545454545453	A	4.5	8	4
501	NZD_JPY 11JAN2018H12	2018-11-01 10:00:00	long	H12	80.71600000000001	0	5	5,1,1,1,1	978	10	1	0	73.0	4296.0	2017-01-10 00:00:00	1		FALSE	1.0	9.0	8.0											89.5	20.38		660	58.84931506849315	1.2191780821917808	13.698630136986301	P	10.0	9	-12
502	NZD_JPY 16JUL2018H12	2018-07-16 21:00:00	long	H12	76.426	0	0	0	484	7	6	0	17.0	1876.0	2018-01-06 00:00:00	1		FALSE	1.0	16.0	9.0											39.08	10.08		191	110.3529411764706	2.2941176470588234	41.1764705882353	P	1.1666666666666667	0	-10
503	NZD_JPY 12NOV2018H12	2018-12-11 22:00:00	long	H12	76.90899999999999	1	1	6	714	9	1	0	22.0	4520.0	2018-01-04 00:00:00	1		FALSE	1.0	6.0	14.0											94.17	14.88		341	205.45454545454547	4.2727272727272725	40.90909090909091	A	9.0	6	13
